Sex	Autonomous Communities and Cities	Age	Periodo	Total
Both genders	National Total	From 25 to 54 years	2019QIV	12,67
Both genders	National Total	From 25 to 54 years	2019QIII	12,72
Both genders	National Total	From 25 to 54 years	2019QII	12,76
Both genders	National Total	From 25 to 54 years	2019QI	13,48
Both genders	National Total	From 25 to 54 years	2018QIV	13,18
Both genders	National Total	From 25 to 54 years	2018QIII	13,39
Both genders	National Total	From 25 to 54 years	2018QII	14,01
Both genders	National Total	From 25 to 54 years	2018QI	15,58
Both genders	National Total	From 25 to 54 years	2017QIV	15,23
Both genders	National Total	From 25 to 54 years	2017QIII	15,02
Both genders	National Total	From 25 to 54 years	2017QII	15,84
Both genders	National Total	From 25 to 54 years	2017QI	17,56
Both genders	National Total	From 25 to 54 years	2016QIV	17,19
Both genders	National Total	From 25 to 54 years	2016QIII	17,5
Both genders	National Total	From 25 to 54 years	2016QII	18,48
Both genders	National Total	From 25 to 54 years	2016QI	19,67
Both genders	National Total	From 25 to 54 years	2015QIV	19,42
Both genders	National Total	From 25 to 54 years	2015QIII	19,48
Both genders	National Total	From 25 to 54 years	2015QII	20,88
Both genders	National Total	From 25 to 54 years	2015QI	22,42
Both genders	National Total	From 25 to 54 years	2014QIV	22,1
Both genders	National Total	From 25 to 54 years	2014QIII	21,89
Both genders	National Total	From 25 to 54 years	2014QII	22,82
Both genders	National Total	From 25 to 54 years	2014QI	24,39
Both genders	National Total	From 25 to 54 years	2013QIV	24,15
Both genders	National Total	From 25 to 54 years	2013QIII	23,98
Both genders	National Total	From 25 to 54 years	2013QII	24,41
Both genders	National Total	From 25 to 54 years	2013QI	25,3
Both genders	National Total	From 25 to 54 years	2012QIV	24,31
Both genders	National Total	From 25 to 54 years	2012QIII	23,25
Both genders	National Total	From 25 to 54 years	2012QII	22,78
Both genders	National Total	From 25 to 54 years	2012QI	22,71
Both genders	National Total	From 25 to 54 years	2011QIV	21,1
Both genders	National Total	From 25 to 54 years	2011QIII	19,7
Both genders	National Total	From 25 to 54 years	2011QII	19,08
Both genders	National Total	From 25 to 54 years	2011QI	19,65
Both genders	National Total	From 25 to 54 years	2010QIV	18,62
Both genders	National Total	From 25 to 54 years	2010QIII	18,06
Both genders	National Total	From 25 to 54 years	2010QII	18,33
Both genders	National Total	From 25 to 54 years	2010QI	18,48
Both genders	National Total	From 25 to 54 years	2009QIV	17,25
Both genders	National Total	From 25 to 54 years	2009QIII	16
Both genders	National Total	From 25 to 54 years	2009QII	16,16
Both genders	National Total	From 25 to 54 years	2009QI	15,94
Both genders	National Total	From 25 to 54 years	2008QIV	12,58
Both genders	National Total	From 25 to 54 years	2008QIII	10,02
Both genders	National Total	From 25 to 54 years	2008QII	9,12
Both genders	National Total	From 25 to 54 years	2008QI	8,53
Both genders	National Total	From 25 to 54 years	2007QIV	7,59
Both genders	National Total	From 25 to 54 years	2007QIII	6,9
Both genders	National Total	From 25 to 54 years	2007QII	6,83
Both genders	National Total	From 25 to 54 years	2007QI	7,48
Both genders	National Total	From 25 to 54 years	2006QIV	7,3
Both genders	National Total	From 25 to 54 years	2006QIII	7,12
Both genders	National Total	From 25 to 54 years	2006QII	7,43
Both genders	National Total	From 25 to 54 years	2006QI	8,05
Both genders	National Total	From 25 to 54 years	2005QIV	7,65
Both genders	National Total	From 25 to 54 years	2005QIII	7,3
Both genders	National Total	From 25 to 54 years	2005QII	7,99
Both genders	National Total	From 25 to 54 years	2005QI	8,89
Both genders	National Total	From 25 to 54 years	2004QIV	9,44
Both genders	National Total	From 25 to 54 years	2004QIII	9,52
Both genders	National Total	From 25 to 54 years	2004QII	9,88
Both genders	National Total	From 25 to 54 years	2004QI	10,42
Both genders	National Total	From 25 to 54 years	2003QIV	10,19
Both genders	National Total	From 25 to 54 years	2003QIII	10,02
Both genders	National Total	From 25 to 54 years	2003QII	10,13
Both genders	National Total	From 25 to 54 years	2003QI	10,83
Both genders	National Total	From 25 to 54 years	2002QIV	10,3
Both genders	National Total	From 25 to 54 years	2002QIII	10,22
Both genders	National Total	From 25 to 54 years	2002QII	9,97
Both genders	National Total	From 25 to 54 years	2002QI	10,34
Both genders	National Total	De 55 y más años	2026QI	9,96
Both genders	National Total	De 55 y más años	2025QIV	9,24
Both genders	National Total	De 55 y más años	2025QIII	9,56
Both genders	National Total	De 55 y más años	2025QII	9,55
Both genders	National Total	De 55 y más años	2025QI	10,35
Both genders	National Total	De 55 y más años	2024QIV	9,82
Both genders	National Total	De 55 y más años	2024QIII	10,13
Both genders	National Total	De 55 y más años	2024QII	9,97
Both genders	National Total	De 55 y más años	2024QI	11,05
Both genders	National Total	De 55 y más años	2023QIV	10,61
Both genders	National Total	De 55 y más años	2023QIII	10,79
Both genders	National Total	De 55 y más años	2023QII	11,04
Both genders	National Total	De 55 y más años	2023QI	11,79
Both genders	National Total	De 55 y más años	2022QIV	11,1
Both genders	National Total	De 55 y más años	2022QIII	10,5
Both genders	National Total	De 55 y más años	2022QII	11,75
Both genders	National Total	De 55 y más años	2022QI	12,2
Both genders	National Total	De 55 y más años	2021QIV	12,24
Both genders	National Total	De 55 y más años	2021QIII	13,82
Both genders	National Total	De 55 y más años	2021QII	12,7
Both genders	National Total	De 55 y más años	2021QI	12,67
Both genders	National Total	De 55 y más años	2020QIV	12,5
Both genders	National Total	De 55 y más años	2020QIII	12,07
Both genders	National Total	De 55 y más años	2020QII	11,56
Both genders	National Total	De 55 y más años	2020QI	12,09
Both genders	National Total	De 55 y más años	2019QIV	12,35
Both genders	National Total	De 55 y más años	2019QIII	11,79
Both genders	National Total	De 55 y más años	2019QII	12,27
Both genders	National Total	De 55 y más años	2019QI	12,57
Both genders	National Total	De 55 y más años	2018QIV	12,77
Both genders	National Total	De 55 y más años	2018QIII	12,13
Both genders	National Total	De 55 y más años	2018QII	13,48
Both genders	National Total	De 55 y más años	2018QI	14,78
Both genders	National Total	De 55 y más años	2017QIV	14,37
Both genders	National Total	De 55 y más años	2017QIII	14,27
Both genders	National Total	De 55 y más años	2017QII	14,85
Both genders	National Total	De 55 y más años	2017QI	15,56
Both genders	National Total	De 55 y más años	2016QIV	16,06
Both genders	National Total	De 55 y más años	2016QIII	15,98
Both genders	National Total	De 55 y más años	2016QII	16,46
Both genders	National Total	De 55 y más años	2016QI	17,26
Both genders	National Total	De 55 y más años	2015QIV	17,64
Both genders	National Total	De 55 y más años	2015QIII	17,78
Both genders	National Total	De 55 y más años	2015QII	17,89
Both genders	National Total	De 55 y más años	2015QI	18,41
Both genders	National Total	De 55 y más años	2014QIV	19,07
Both genders	National Total	De 55 y más años	2014QIII	18,83
Both genders	National Total	De 55 y más años	2014QII	19,6
Both genders	National Total	De 55 y más años	2014QI	19,76
Both genders	National Total	De 55 y más años	2013QIV	19,42
Both genders	National Total	De 55 y más años	2013QIII	19,05
Both genders	National Total	De 55 y más años	2013QII	19,19
Both genders	National Total	De 55 y más años	2013QI	19,78
Both genders	National Total	De 55 y más años	2012QIV	18,09
Both genders	National Total	De 55 y más años	2012QIII	17,22
Both genders	National Total	De 55 y más años	2012QII	17,01
Both genders	National Total	De 55 y más años	2012QI	16,67
Both genders	National Total	De 55 y más años	2011QIV	15,65
Both genders	National Total	De 55 y más años	2011QIII	14,36
Both genders	National Total	De 55 y más años	2011QII	13,63
Both genders	National Total	De 55 y más años	2011QI	13,88
Both genders	National Total	De 55 y más años	2010QIV	13,95
Both genders	National Total	De 55 y más años	2010QIII	13,6
Both genders	National Total	De 55 y más años	2010QII	13,48
Both genders	National Total	De 55 y más años	2010QI	13,13
Both genders	National Total	De 55 y más años	2009QIV	12,44
Both genders	National Total	De 55 y más años	2009QIII	11,59
Both genders	National Total	De 55 y más años	2009QII	11,66
Both genders	National Total	De 55 y más años	2009QI	10,43
Both genders	National Total	De 55 y más años	2008QIV	8,43
Both genders	National Total	De 55 y más años	2008QIII	6,84
Both genders	National Total	De 55 y más años	2008QII	6,52
Both genders	National Total	De 55 y más años	2008QI	6,41
Both genders	National Total	De 55 y más años	2007QIV	5,82
Both genders	National Total	De 55 y más años	2007QIII	5,52
Both genders	National Total	De 55 y más años	2007QII	5,53
Both genders	National Total	De 55 y más años	2007QI	5,91
Both genders	National Total	De 55 y más años	2006QIV	5,38
Both genders	National Total	De 55 y más años	2006QIII	5,32
Both genders	National Total	De 55 y más años	2006QII	5,4
Both genders	National Total	De 55 y más años	2006QI	5,9
Both genders	National Total	De 55 y más años	2005QIV	5,61
Both genders	National Total	De 55 y más años	2005QIII	5,28
Both genders	National Total	De 55 y más años	2005QII	6,68
Both genders	National Total	De 55 y más años	2005QI	6,64
Both genders	National Total	De 55 y más años	2004QIV	6,79
Both genders	National Total	De 55 y más años	2004QIII	6,99
Both genders	National Total	De 55 y más años	2004QII	7,14
Both genders	National Total	De 55 y más años	2004QI	6,74
Both genders	National Total	De 55 y más años	2003QIV	6,61
Both genders	National Total	De 55 y más años	2003QIII	7,29
Both genders	National Total	De 55 y más años	2003QII	6,54
Both genders	National Total	De 55 y más años	2003QI	6,75
Both genders	National Total	De 55 y más años	2002QIV	7,01
Both genders	National Total	De 55 y más años	2002QIII	7,11
Both genders	National Total	De 55 y más años	2002QII	6,76
Both genders	National Total	De 55 y más años	2002QI	7
Both genders	01 Andalucía	Total	2026QI	14,66
Both genders	01 Andalucía	Total	2025QIV	14,66
Both genders	01 Andalucía	Total	2025QIII	15,27
Both genders	01 Andalucía	Total	2025QII	14,85
Both genders	01 Andalucía	Total	2025QI	16,14
Both genders	01 Andalucía	Total	2024QIV	15,76
Both genders	01 Andalucía	Total	2024QIII	16,06
Both genders	01 Andalucía	Total	2024QII	16,27
Both genders	01 Andalucía	Total	2024QI	17,77
Both genders	01 Andalucía	Total	2023QIV	17,61
Both genders	01 Andalucía	Total	2023QIII	18,77
Both genders	01 Andalucía	Total	2023QII	18,2
Both genders	01 Andalucía	Total	2023QI	18,38
Both genders	01 Andalucía	Total	2022QIV	19,05
Both genders	01 Andalucía	Total	2022QIII	19,1
Both genders	01 Andalucía	Total	2022QII	18,76
Both genders	01 Andalucía	Total	2022QI	19,55
Both genders	01 Andalucía	Total	2021QIV	20,31
Both genders	01 Andalucía	Total	2021QIII	22,61
Both genders	01 Andalucía	Total	2021QII	21,77
Both genders	01 Andalucía	Total	2021QI	22,75
Both genders	01 Andalucía	Total	2020QIV	22,74
Both genders	01 Andalucía	Total	2020QIII	23,8
Both genders	01 Andalucía	Total	2020QII	21,32
Both genders	01 Andalucía	Total	2020QI	21,21
Both genders	01 Andalucía	Total	2019QIV	20,8
Both genders	01 Andalucía	Total	2019QIII	21,83
Both genders	01 Andalucía	Total	2019QII	21,04
Both genders	01 Andalucía	Total	2019QI	21,08
Both genders	01 Andalucía	Total	2018QIV	21,26
Both genders	01 Andalucía	Total	2018QIII	22,85
Both genders	01 Andalucía	Total	2018QII	23,09
Both genders	01 Andalucía	Total	2018QI	24,74
Both genders	01 Andalucía	Total	2017QIV	24,43
Both genders	01 Andalucía	Total	2017QIII	25,41
Both genders	01 Andalucía	Total	2017QII	25,24
Both genders	01 Andalucía	Total	2017QI	26,94
Both genders	01 Andalucía	Total	2016QIV	28,25
Both genders	01 Andalucía	Total	2016QIII	28,52
Both genders	01 Andalucía	Total	2016QII	29,07
Both genders	01 Andalucía	Total	2016QI	29,7
Both genders	01 Andalucía	Total	2015QIV	29,83
Both genders	01 Andalucía	Total	2015QIII	31,73
Both genders	01 Andalucía	Total	2015QII	30,98
Both genders	01 Andalucía	Total	2015QI	33,62
Both genders	01 Andalucía	Total	2014QIV	34,23
Both genders	01 Andalucía	Total	2014QIII	35,21
Both genders	01 Andalucía	Total	2014QII	34,74
Both genders	01 Andalucía	Total	2014QI	34,94
Both genders	01 Andalucía	Total	2013QIV	36,26
Both genders	01 Andalucía	Total	2013QIII	36,19
Both genders	01 Andalucía	Total	2013QII	35,67
Both genders	01 Andalucía	Total	2013QI	36,77
Both genders	01 Andalucía	Total	2012QIV	35,71
