Sex	Autonomous Communities and Cities	Age	Periodo	Total
Males	02 Aragón	From 20 to 24 years	2008QI	10,13
Males	02 Aragón	From 20 to 24 years	2007QIV	8,31
Males	02 Aragón	From 20 to 24 years	2007QIII	7,29
Males	02 Aragón	From 20 to 24 years	2007QII	8,48
Males	02 Aragón	From 20 to 24 years	2007QI	3,7
Males	02 Aragón	From 20 to 24 years	2006QIV	6,9
Males	02 Aragón	From 20 to 24 years	2006QIII	4,75
Males	02 Aragón	From 20 to 24 years	2006QII	5,92
Males	02 Aragón	From 20 to 24 years	2006QI	13,37
Males	02 Aragón	From 20 to 24 years	2005QIV	8,12
Males	02 Aragón	From 20 to 24 years	2005QIII	7,71
Males	02 Aragón	From 20 to 24 years	2005QII	10,11
Males	02 Aragón	From 20 to 24 years	2005QI	10,04
Males	02 Aragón	From 20 to 24 years	2004QIV	9,05
Males	02 Aragón	From 20 to 24 years	2004QIII	8,11
Males	02 Aragón	From 20 to 24 years	2004QII	9,6
Males	02 Aragón	From 20 to 24 years	2004QI	12,92
Males	02 Aragón	From 20 to 24 years	2003QIV	9,79
Males	02 Aragón	From 20 to 24 years	2003QIII	11,41
Males	02 Aragón	From 20 to 24 years	2003QII	9,91
Males	02 Aragón	From 20 to 24 years	2003QI	14,16
Males	02 Aragón	From 20 to 24 years	2002QIV	12,52
Males	02 Aragón	From 20 to 24 years	2002QIII	10,83
Males	02 Aragón	From 20 to 24 years	2002QII	8,11
Males	02 Aragón	From 20 to 24 years	2002QI	8,43
Males	02 Aragón	From 25 to 54 years	2026QI	5,15
Males	02 Aragón	From 25 to 54 years	2025QIV	5,31
Males	02 Aragón	From 25 to 54 years	2025QIII	5,16
Males	02 Aragón	From 25 to 54 years	2025QII	5,17
Males	02 Aragón	From 25 to 54 years	2025QI	4,8
Males	02 Aragón	From 25 to 54 years	2024QIV	5,26
Males	02 Aragón	From 25 to 54 years	2024QIII	6,2
Males	02 Aragón	From 25 to 54 years	2024QII	5,73
Males	02 Aragón	From 25 to 54 years	2024QI	4,7
Males	02 Aragón	From 25 to 54 years	2023QIV	5,45
Males	02 Aragón	From 25 to 54 years	2023QIII	5,8
Males	02 Aragón	From 25 to 54 years	2023QII	5,37
Males	02 Aragón	From 25 to 54 years	2023QI	7,01
Males	02 Aragón	From 25 to 54 years	2022QIV	6,63
Males	02 Aragón	From 25 to 54 years	2022QIII	6,18
Males	02 Aragón	From 25 to 54 years	2022QII	5,98
Males	02 Aragón	From 25 to 54 years	2022QI	8,47
Males	02 Aragón	From 25 to 54 years	2021QIV	7,21
Males	02 Aragón	From 25 to 54 years	2021QIII	7,21
Males	02 Aragón	From 25 to 54 years	2021QII	8,03
Males	02 Aragón	From 25 to 54 years	2021QI	8,85
Males	02 Aragón	From 25 to 54 years	2020QIV	9,33
Males	02 Aragón	From 25 to 54 years	2020QIII	9,17
Males	02 Aragón	From 25 to 54 years	2020QII	9,69
Males	02 Aragón	From 25 to 54 years	2020QI	8,98
Males	02 Aragón	From 25 to 54 years	2019QIV	7,44
Males	02 Aragón	From 25 to 54 years	2019QIII	7,01
Males	02 Aragón	From 25 to 54 years	2019QII	6,89
Males	02 Aragón	From 25 to 54 years	2019QI	8
Males	02 Aragón	From 25 to 54 years	2018QIV	8,7
Males	02 Aragón	From 25 to 54 years	2018QIII	6,64
Males	02 Aragón	From 25 to 54 years	2018QII	7,73
Males	02 Aragón	From 25 to 54 years	2018QI	9,58
Males	02 Aragón	From 25 to 54 years	2017QIV	8,23
Males	02 Aragón	From 25 to 54 years	2017QIII	6,91
Males	02 Aragón	From 25 to 54 years	2017QII	6,98
Males	02 Aragón	From 25 to 54 years	2017QI	9,85
Males	02 Aragón	From 25 to 54 years	2016QIV	9,76
Males	02 Aragón	From 25 to 54 years	2016QIII	10,58
Males	02 Aragón	From 25 to 54 years	2016QII	12,49
Males	02 Aragón	From 25 to 54 years	2016QI	12,05
Males	02 Aragón	From 25 to 54 years	2015QIV	11,83
Males	02 Aragón	From 25 to 54 years	2015QIII	12,4
Males	02 Aragón	From 25 to 54 years	2015QII	13,25
Males	02 Aragón	From 25 to 54 years	2015QI	14,95
Males	02 Aragón	From 25 to 54 years	2014QIV	14,19
Males	02 Aragón	From 25 to 54 years	2014QIII	14,2
Males	02 Aragón	From 25 to 54 years	2014QII	17,68
Males	02 Aragón	From 25 to 54 years	2014QI	20,61
Males	02 Aragón	From 25 to 54 years	2013QIV	19
Males	02 Aragón	From 25 to 54 years	2013QIII	18,15
Males	02 Aragón	From 25 to 54 years	2013QII	18,63
Males	02 Aragón	From 25 to 54 years	2013QI	20,49
Males	02 Aragón	From 25 to 54 years	2012QIV	15,81
Males	02 Aragón	From 25 to 54 years	2012QIII	16,19
Males	02 Aragón	From 25 to 54 years	2012QII	17,4
Males	02 Aragón	From 25 to 54 years	2012QI	17,53
Males	02 Aragón	From 25 to 54 years	2011QIV	15,75
Males	02 Aragón	From 25 to 54 years	2011QIII	13,16
Males	02 Aragón	From 25 to 54 years	2011QII	15,48
Males	02 Aragón	From 25 to 54 years	2011QI	17,64
Males	02 Aragón	From 25 to 54 years	2010QIV	15
Males	02 Aragón	From 25 to 54 years	2010QIII	12,7
Males	02 Aragón	From 25 to 54 years	2010QII	12,5
Males	02 Aragón	From 25 to 54 years	2010QI	14,02
Males	02 Aragón	From 25 to 54 years	2009QIV	13,27
Males	02 Aragón	From 25 to 54 years	2009QIII	10,79
Males	02 Aragón	From 25 to 54 years	2009QII	12,82
Males	02 Aragón	From 25 to 54 years	2009QI	13,09
Males	02 Aragón	From 25 to 54 years	2008QIV	9,51
Males	02 Aragón	From 25 to 54 years	2008QIII	5,78
Males	02 Aragón	From 25 to 54 years	2008QII	5,58
Males	02 Aragón	From 25 to 54 years	2008QI	4,34
Males	02 Aragón	From 25 to 54 years	2007QIV	3,4
Males	02 Aragón	From 25 to 54 years	2007QIII	2,64
Males	02 Aragón	From 25 to 54 years	2007QII	2,85
Males	02 Aragón	From 25 to 54 years	2007QI	3,66
Males	02 Aragón	From 25 to 54 years	2006QIV	3,46
Males	02 Aragón	From 25 to 54 years	2006QIII	3,01
Males	02 Aragón	From 25 to 54 years	2006QII	3,64
Males	02 Aragón	From 25 to 54 years	2006QI	2,73
Males	02 Aragón	From 25 to 54 years	2005QIV	3,05
Males	02 Aragón	From 25 to 54 years	2005QIII	2,78
Males	02 Aragón	From 25 to 54 years	2005QII	3,58
Males	02 Aragón	From 25 to 54 years	2005QI	4,38
Males	02 Aragón	From 25 to 54 years	2004QIV	3,67
Males	02 Aragón	From 25 to 54 years	2004QIII	2,5
Males	02 Aragón	From 25 to 54 years	2004QII	3,3
Males	02 Aragón	From 25 to 54 years	2004QI	3,91
Males	02 Aragón	From 25 to 54 years	2003QIV	3,95
Males	02 Aragón	From 25 to 54 years	2003QIII	3,84
Males	02 Aragón	From 25 to 54 years	2003QII	3,89
Males	02 Aragón	From 25 to 54 years	2003QI	4,1
Males	02 Aragón	From 25 to 54 years	2002QIV	3,38
Males	02 Aragón	From 25 to 54 years	2002QIII	2,53
Males	02 Aragón	From 25 to 54 years	2002QII	2,99
Males	02 Aragón	From 25 to 54 years	2002QI	2,9
Males	02 Aragón	De 55 y más años	2026QI	6,39
Males	02 Aragón	De 55 y más años	2025QIV	3,97
Males	02 Aragón	De 55 y más años	2025QIII	5,73
Males	02 Aragón	De 55 y más años	2025QII	2,19
Males	02 Aragón	De 55 y más años	2025QI	4,34
Males	02 Aragón	De 55 y más años	2024QIV	7,13
Males	02 Aragón	De 55 y más años	2024QIII	5,77
Males	02 Aragón	De 55 y más años	2024QII	3,33
Males	02 Aragón	De 55 y más años	2024QI	3,92
Males	02 Aragón	De 55 y más años	2023QIV	5,4
Males	02 Aragón	De 55 y más años	2023QIII	5,77
Males	02 Aragón	De 55 y más años	2023QII	3,7
Males	02 Aragón	De 55 y más años	2023QI	3,52
Males	02 Aragón	De 55 y más años	2022QIV	6,61
Males	02 Aragón	De 55 y más años	2022QIII	6,26
Males	02 Aragón	De 55 y más años	2022QII	8,37
Males	02 Aragón	De 55 y más años	2022QI	6,51
Males	02 Aragón	De 55 y más años	2021QIV	8,41
Males	02 Aragón	De 55 y más años	2021QIII	6,14
Males	02 Aragón	De 55 y más años	2021QII	7,27
Males	02 Aragón	De 55 y más años	2021QI	8,89
Males	02 Aragón	De 55 y más años	2020QIV	6,67
Males	02 Aragón	De 55 y más años	2020QIII	8,71
Males	02 Aragón	De 55 y más años	2020QII	7,98
Males	02 Aragón	De 55 y más años	2020QI	7,92
Males	02 Aragón	De 55 y más años	2019QIV	7,76
Males	02 Aragón	De 55 y más años	2019QIII	9,02
Males	02 Aragón	De 55 y más años	2019QII	9,42
Males	02 Aragón	De 55 y más años	2019QI	7,5
Males	02 Aragón	De 55 y más años	2018QIV	9,66
Males	02 Aragón	De 55 y más años	2018QIII	7,41
Males	02 Aragón	De 55 y más años	2018QII	8,05
Males	02 Aragón	De 55 y más años	2018QI	6,8
Males	02 Aragón	De 55 y más años	2017QIV	7,05
Males	02 Aragón	De 55 y más años	2017QIII	5,62
Males	02 Aragón	De 55 y más años	2017QII	5,08
Males	02 Aragón	De 55 y más años	2017QI	6,47
Males	02 Aragón	De 55 y más años	2016QIV	7,65
Males	02 Aragón	De 55 y más años	2016QIII	9,15
Males	02 Aragón	De 55 y más años	2016QII	7,08
Males	02 Aragón	De 55 y más años	2016QI	7,35
Males	02 Aragón	De 55 y más años	2015QIV	5,5
Males	02 Aragón	De 55 y más años	2015QIII	4,63
Males	02 Aragón	De 55 y más años	2015QII	5,06
Males	02 Aragón	De 55 y más años	2015QI	8,97
Males	02 Aragón	De 55 y más años	2014QIV	11,24
Males	02 Aragón	De 55 y más años	2014QIII	10,84
Males	02 Aragón	De 55 y más años	2014QII	15,78
Males	02 Aragón	De 55 y más años	2014QI	15,48
Males	02 Aragón	De 55 y más años	2013QIV	13,66
Males	02 Aragón	De 55 y más años	2013QIII	11,51
Males	02 Aragón	De 55 y más años	2013QII	10,76
Males	02 Aragón	De 55 y más años	2013QI	15,47
Males	02 Aragón	De 55 y más años	2012QIV	9,63
Males	02 Aragón	De 55 y más años	2012QIII	12,5
Males	02 Aragón	De 55 y más años	2012QII	10,33
Males	02 Aragón	De 55 y más años	2012QI	9,35
Males	02 Aragón	De 55 y más años	2011QIV	12,91
Males	02 Aragón	De 55 y más años	2011QIII	10,85
Males	02 Aragón	De 55 y más años	2011QII	10,71
Males	02 Aragón	De 55 y más años	2011QI	7,59
Males	02 Aragón	De 55 y más años	2010QIV	9,02
Males	02 Aragón	De 55 y más años	2010QIII	10,02
Males	02 Aragón	De 55 y más años	2010QII	10,12
Males	02 Aragón	De 55 y más años	2010QI	5,84
Males	02 Aragón	De 55 y más años	2009QIV	7,84
Males	02 Aragón	De 55 y más años	2009QIII	5,06
Males	02 Aragón	De 55 y más años	2009QII	6,62
Males	02 Aragón	De 55 y más años	2009QI	3,41
Males	02 Aragón	De 55 y más años	2008QIV	3,17
Males	02 Aragón	De 55 y más años	2008QIII	0,62
Males	02 Aragón	De 55 y más años	2008QII	0,83
Males	02 Aragón	De 55 y más años	2008QI	3,15
Males	02 Aragón	De 55 y más años	2007QIV	2,86
Males	02 Aragón	De 55 y más años	2007QIII	4,67
Males	02 Aragón	De 55 y más años	2007QII	2,85
Males	02 Aragón	De 55 y más años	2007QI	2,27
Males	02 Aragón	De 55 y más años	2006QIV	0,56
Males	02 Aragón	De 55 y más años	2006QIII	3,78
Males	02 Aragón	De 55 y más años	2006QII	2,61
Males	02 Aragón	De 55 y más años	2006QI	5,1
Males	02 Aragón	De 55 y más años	2005QIV	2,94
Males	02 Aragón	De 55 y más años	2005QIII	3,78
Males	02 Aragón	De 55 y más años	2005QII	3,46
Males	02 Aragón	De 55 y más años	2005QI	1,67
Males	02 Aragón	De 55 y más años	2004QIV	1,8
Males	02 Aragón	De 55 y más años	2004QIII	2,36
Males	02 Aragón	De 55 y más años	2004QII	1,58
Males	02 Aragón	De 55 y más años	2004QI	1,36
Males	02 Aragón	De 55 y más años	2003QIV	1,79
Males	02 Aragón	De 55 y más años	2003QIII	2,33
Males	02 Aragón	De 55 y más años	2003QII	1,21
Males	02 Aragón	De 55 y más años	2003QI	3,04
Males	02 Aragón	De 55 y más años	2002QIV	2,21
Males	02 Aragón	De 55 y más años	2002QIII	2,67
Males	02 Aragón	De 55 y más años	2002QII	2,36
Males	02 Aragón	De 55 y más años	2002QI	2,02
Males	03 Asturias, Principado de	Total	2026QI	7,48
Males	03 Asturias, Principado de	Total	2025QIV	6,58
Males	03 Asturias, Principado de	Total	2025QIII	8,28
Males	03 Asturias, Principado de	Total	2025QII	8,3
Males	03 Asturias, Principado de	Total	2025QI	8,16
Males	03 Asturias, Principado de	Total	2024QIV	8,16
Males	03 Asturias, Principado de	Total	2024QIII	8,02
Males	03 Asturias, Principado de	Total	2024QII	11,18
Males	03 Asturias, Principado de	Total	2024QI	9,57
Males	03 Asturias, Principado de	Total	2023QIV	11,24
Males	03 Asturias, Principado de	Total	2023QIII	12,42
Males	03 Asturias, Principado de	Total	2023QII	9,25
Males	03 Asturias, Principado de	Total	2023QI	12,62
Males	03 Asturias, Principado de	Total	2022QIV	14,45
Males	03 Asturias, Principado de	Total	2022QIII	11,96
Males	03 Asturias, Principado de	Total	2022QII	11,05
Males	03 Asturias, Principado de	Total	2022QI	9,57
Males	03 Asturias, Principado de	Total	2021QIV	9,6
Males	03 Asturias, Principado de	Total	2021QIII	11,35
Males	03 Asturias, Principado de	Total	2021QII	11,98
Males	03 Asturias, Principado de	Total	2021QI	12,34
Males	03 Asturias, Principado de	Total	2020QIV	12,84
Males	03 Asturias, Principado de	Total	2020QIII	13,28
Males	03 Asturias, Principado de	Total	2020QII	15,53
Males	03 Asturias, Principado de	Total	2020QI	13,83
Males	03 Asturias, Principado de	Total	2019QIV	12,71
Males	03 Asturias, Principado de	Total	2019QIII	14,17
Males	03 Asturias, Principado de	Total	2019QII	12,35
Males	03 Asturias, Principado de	Total	2019QI	13,97
Males	03 Asturias, Principado de	Total	2018QIV	11,55
Males	03 Asturias, Principado de	Total	2018QIII	13,03
Males	03 Asturias, Principado de	Total	2018QII	10,82
Males	03 Asturias, Principado de	Total	2018QI	14,05
Males	03 Asturias, Principado de	Total	2017QIV	13,99
Males	03 Asturias, Principado de	Total	2017QIII	13,94
Males	03 Asturias, Principado de	Total	2017QII	12,3
Males	03 Asturias, Principado de	Total	2017QI	13,81
Males	03 Asturias, Principado de	Total	2016QIV	14,96
Males	03 Asturias, Principado de	Total	2016QIII	18,89
Males	03 Asturias, Principado de	Total	2016QII	21,32
Males	03 Asturias, Principado de	Total	2016QI	20,07
Males	03 Asturias, Principado de	Total	2015QIV	21,03
Males	03 Asturias, Principado de	Total	2015QIII	17,5
Males	03 Asturias, Principado de	Total	2015QII	21,43
Males	03 Asturias, Principado de	Total	2015QI	18,41
Males	03 Asturias, Principado de	Total	2014QIV	20,34
Males	03 Asturias, Principado de	Total	2014QIII	18,52
Males	03 Asturias, Principado de	Total	2014QII	20,15
Males	03 Asturias, Principado de	Total	2014QI	21,56
Males	03 Asturias, Principado de	Total	2013QIV	21,36
Males	03 Asturias, Principado de	Total	2013QIII	23,54
Males	03 Asturias, Principado de	Total	2013QII	25,42
Males	03 Asturias, Principado de	Total	2013QI	25,36
Males	03 Asturias, Principado de	Total	2012QIV	23,63
Males	03 Asturias, Principado de	Total	2012QIII	22,1
Males	03 Asturias, Principado de	Total	2012QII	21,4
Males	03 Asturias, Principado de	Total	2012QI	20,44
Males	03 Asturias, Principado de	Total	2011QIV	19,95
Males	03 Asturias, Principado de	Total	2011QIII	17,83
Males	03 Asturias, Principado de	Total	2011QII	17,81
Males	03 Asturias, Principado de	Total	2011QI	17,66
Males	03 Asturias, Principado de	Total	2010QIV	15,53
Males	03 Asturias, Principado de	Total	2010QIII	13,33
Males	03 Asturias, Principado de	Total	2010QII	15,59
Males	03 Asturias, Principado de	Total	2010QI	16,18
Males	03 Asturias, Principado de	Total	2009QIV	13,4
Males	03 Asturias, Principado de	Total	2009QIII	12,84
Males	03 Asturias, Principado de	Total	2009QII	13,09
Males	03 Asturias, Principado de	Total	2009QI	11,28
Males	03 Asturias, Principado de	Total	2008QIV	8,34
Males	03 Asturias, Principado de	Total	2008QIII	6,03
Males	03 Asturias, Principado de	Total	2008QII	6,59
Males	03 Asturias, Principado de	Total	2008QI	6,13
Males	03 Asturias, Principado de	Total	2007QIV	6,39
Males	03 Asturias, Principado de	Total	2007QIII	5,85
Males	03 Asturias, Principado de	Total	2007QII	6,89
Males	03 Asturias, Principado de	Total	2007QI	6,8
Males	03 Asturias, Principado de	Total	2006QIV	7,06
Males	03 Asturias, Principado de	Total	2006QIII	6,61
Males	03 Asturias, Principado de	Total	2006QII	5,98
Males	03 Asturias, Principado de	Total	2006QI	7,59
Males	03 Asturias, Principado de	Total	2005QIV	6,67
Males	03 Asturias, Principado de	Total	2005QIII	6,75
Males	03 Asturias, Principado de	Total	2005QII	8,82
Males	03 Asturias, Principado de	Total	2005QI	9,6
Males	03 Asturias, Principado de	Total	2004QIV	7,04
Males	03 Asturias, Principado de	Total	2004QIII	7,41
Males	03 Asturias, Principado de	Total	2004QII	7,2
Males	03 Asturias, Principado de	Total	2004QI	7,65
Males	03 Asturias, Principado de	Total	2003QIV	7,11
Males	03 Asturias, Principado de	Total	2003QIII	8,54
Males	03 Asturias, Principado de	Total	2003QII	7,31
Males	03 Asturias, Principado de	Total	2003QI	8,95
Males	03 Asturias, Principado de	Total	2002QIV	7,25
Males	03 Asturias, Principado de	Total	2002QIII	7,49
Males	03 Asturias, Principado de	Total	2002QII	7,43
Males	03 Asturias, Principado de	Total	2002QI	6,6
Males	03 Asturias, Principado de	Under 25 years of age 	2026QI	21,28
Males	03 Asturias, Principado de	Under 25 years of age 	2025QIV	18,23
Males	03 Asturias, Principado de	Under 25 years of age 	2025QIII	31,03
Males	03 Asturias, Principado de	Under 25 years of age 	2025QII	23,81
Males	03 Asturias, Principado de	Under 25 years of age 	2025QI	23,51
Males	03 Asturias, Principado de	Under 25 years of age 	2024QIV	26,6
Males	03 Asturias, Principado de	Under 25 years of age 	2024QIII	29,3
Males	03 Asturias, Principado de	Under 25 years of age 	2024QII	27,21
Males	03 Asturias, Principado de	Under 25 years of age 	2024QI	30,62
Males	03 Asturias, Principado de	Under 25 years of age 	2023QIV	32,53
Males	03 Asturias, Principado de	Under 25 years of age 	2023QIII	40,69
Males	03 Asturias, Principado de	Under 25 years of age 	2023QII	25,48
Males	03 Asturias, Principado de	Under 25 years of age 	2023QI	39,28
Males	03 Asturias, Principado de	Under 25 years of age 	2022QIV	54,68
Males	03 Asturias, Principado de	Under 25 years of age 	2022QIII	45,55
Males	03 Asturias, Principado de	Under 25 years of age 	2022QII	33,36
Males	03 Asturias, Principado de	Under 25 years of age 	2022QI	23,24
Males	03 Asturias, Principado de	Under 25 years of age 	2021QIV	9,65
Males	03 Asturias, Principado de	Under 25 years of age 	2021QIII	25,89
Males	03 Asturias, Principado de	Under 25 years of age 	2021QII	27,69
Males	03 Asturias, Principado de	Under 25 years of age 	2021QI	34,26
Males	03 Asturias, Principado de	Under 25 years of age 	2020QIV	45,46
Males	03 Asturias, Principado de	Under 25 years of age 	2020QIII	42,49
Males	03 Asturias, Principado de	Under 25 years of age 	2020QII	47,4
Males	03 Asturias, Principado de	Under 25 years of age 	2020QI	24,81
Males	03 Asturias, Principado de	Under 25 years of age 	2019QIV	31,75
Males	03 Asturias, Principado de	Under 25 years of age 	2019QIII	26,9
Males	03 Asturias, Principado de	Under 25 years of age 	2019QII	24,16
Males	03 Asturias, Principado de	Under 25 years of age 	2019QI	28,18
Males	03 Asturias, Principado de	Under 25 years of age 	2018QIV	19,78
Males	03 Asturias, Principado de	Under 25 years of age 	2018QIII	34,57
Males	03 Asturias, Principado de	Under 25 years of age 	2018QII	40,71
Males	03 Asturias, Principado de	Under 25 years of age 	2018QI	41,87
Males	03 Asturias, Principado de	Under 25 years of age 	2017QIV	43,97
Males	03 Asturias, Principado de	Under 25 years of age 	2017QIII	36,93
Males	03 Asturias, Principado de	Under 25 years of age 	2017QII	43,01
Males	03 Asturias, Principado de	Under 25 years of age 	2017QI	30,17
Males	03 Asturias, Principado de	Under 25 years of age 	2016QIV	46,73
Males	03 Asturias, Principado de	Under 25 years of age 	2016QIII	56,9
Males	03 Asturias, Principado de	Under 25 years of age 	2016QII	63,54
Males	03 Asturias, Principado de	Under 25 years of age 	2016QI	55,13
Males	03 Asturias, Principado de	Under 25 years of age 	2015QIV	47,71
Males	03 Asturias, Principado de	Under 25 years of age 	2015QIII	27,46
Males	03 Asturias, Principado de	Under 25 years of age 	2015QII	53,22
Males	03 Asturias, Principado de	Under 25 years of age 	2015QI	42,15
Males	03 Asturias, Principado de	Under 25 years of age 	2014QIV	45,59
Males	03 Asturias, Principado de	Under 25 years of age 	2014QIII	32,88
Males	03 Asturias, Principado de	Under 25 years of age 	2014QII	51,05
Males	03 Asturias, Principado de	Under 25 years of age 	2014QI	48,16
Males	03 Asturias, Principado de	Under 25 years of age 	2013QIV	43,78
Males	03 Asturias, Principado de	Under 25 years of age 	2013QIII	47,19
Males	03 Asturias, Principado de	Under 25 years of age 	2013QII	58,27
Males	03 Asturias, Principado de	Under 25 years of age 	2013QI	63,15
Males	03 Asturias, Principado de	Under 25 years of age 	2012QIV	52,06
Males	03 Asturias, Principado de	Under 25 years of age 	2012QIII	44,04
Males	03 Asturias, Principado de	Under 25 years of age 	2012QII	42,38
Males	03 Asturias, Principado de	Under 25 years of age 	2012QI	53,29
Males	03 Asturias, Principado de	Under 25 years of age 	2011QIV	56,56
Males	03 Asturias, Principado de	Under 25 years of age 	2011QIII	51,58
Males	03 Asturias, Principado de	Under 25 years of age 	2011QII	51,19
Males	03 Asturias, Principado de	Under 25 years of age 	2011QI	47,96
Males	03 Asturias, Principado de	Under 25 years of age 	2010QIV	43,24
Males	03 Asturias, Principado de	Under 25 years of age 	2010QIII	36,48
Males	03 Asturias, Principado de	Under 25 years of age 	2010QII	37,31
Males	03 Asturias, Principado de	Under 25 years of age 	2010QI	44,81
Males	03 Asturias, Principado de	Under 25 years of age 	2009QIV	37,6
Males	03 Asturias, Principado de	Under 25 years of age 	2009QIII	35,13
Males	03 Asturias, Principado de	Under 25 years of age 	2009QII	36,28
Males	03 Asturias, Principado de	Under 25 years of age 	2009QI	34,69
Males	03 Asturias, Principado de	Under 25 years of age 	2008QIV	22,25
Males	03 Asturias, Principado de	Under 25 years of age 	2008QIII	18,18
Males	03 Asturias, Principado de	Under 25 years of age 	2008QII	23,29
Males	03 Asturias, Principado de	Under 25 years of age 	2008QI	20,3
Males	03 Asturias, Principado de	Under 25 years of age 	2007QIV	18,27
Males	03 Asturias, Principado de	Under 25 years of age 	2007QIII	18,95
Males	03 Asturias, Principado de	Under 25 years of age 	2007QII	14,73
Males	03 Asturias, Principado de	Under 25 years of age 	2007QI	13,39
Males	03 Asturias, Principado de	Under 25 years of age 	2006QIV	15,07
Males	03 Asturias, Principado de	Under 25 years of age 	2006QIII	22,91
Males	03 Asturias, Principado de	Under 25 years of age 	2006QII	21,57
Males	03 Asturias, Principado de	Under 25 years of age 	2006QI	29,44
Males	03 Asturias, Principado de	Under 25 years of age 	2005QIV	19,83
Males	03 Asturias, Principado de	Under 25 years of age 	2005QIII	19,68
Males	03 Asturias, Principado de	Under 25 years of age 	2005QII	23,27
Males	03 Asturias, Principado de	Under 25 years of age 	2005QI	21,11
Males	03 Asturias, Principado de	Under 25 years of age 	2004QIV	24,03
Males	03 Asturias, Principado de	Under 25 years of age 	2004QIII	25,53
Males	03 Asturias, Principado de	Under 25 years of age 	2004QII	28,15
Males	03 Asturias, Principado de	Under 25 years of age 	2004QI	19,37
Males	03 Asturias, Principado de	Under 25 years of age 	2003QIV	18,8
Males	03 Asturias, Principado de	Under 25 years of age 	2003QIII	22,31
Males	03 Asturias, Principado de	Under 25 years of age 	2003QII	17,76
Males	03 Asturias, Principado de	Under 25 years of age 	2003QI	25,84
Males	03 Asturias, Principado de	Under 25 years of age 	2002QIV	17,9
Males	03 Asturias, Principado de	Under 25 years of age 	2002QIII	21,18
Males	03 Asturias, Principado de	Under 25 years of age 	2002QII	19,08
Males	03 Asturias, Principado de	Under 25 years of age 	2002QI	19,1
Males	03 Asturias, Principado de	From 25 years of age and over	2026QI	6,64
Males	03 Asturias, Principado de	From 25 years of age and over	2025QIV	5,89
Males	03 Asturias, Principado de	From 25 years of age and over	2025QIII	6,44
Males	03 Asturias, Principado de	From 25 years of age and over	2025QII	7,19
Males	03 Asturias, Principado de	From 25 years of age and over	2025QI	7,18
Males	03 Asturias, Principado de	From 25 years of age and over	2024QIV	6,89
Males	03 Asturias, Principado de	From 25 years of age and over	2024QIII	6,51
Males	03 Asturias, Principado de	From 25 years of age and over	2024QII	10,18
Males	03 Asturias, Principado de	From 25 years of age and over	2024QI	8,36
Males	03 Asturias, Principado de	From 25 years of age and over	2023QIV	10,34
Males	03 Asturias, Principado de	From 25 years of age and over	2023QIII	10,25
Males	03 Asturias, Principado de	From 25 years of age and over	2023QII	8,36
Males	03 Asturias, Principado de	From 25 years of age and over	2023QI	11,31
Males	03 Asturias, Principado de	From 25 years of age and over	2022QIV	11,94
Males	03 Asturias, Principado de	From 25 years of age and over	2022QIII	10,21
Males	03 Asturias, Principado de	From 25 years of age and over	2022QII	10,03
Males	03 Asturias, Principado de	From 25 years of age and over	2022QI	9,04
Males	03 Asturias, Principado de	From 25 years of age and over	2021QIV	9,6
Males	03 Asturias, Principado de	From 25 years of age and over	2021QIII	10,58
Males	03 Asturias, Principado de	From 25 years of age and over	2021QII	11,24
Males	03 Asturias, Principado de	From 25 years of age and over	2021QI	11,47
Males	03 Asturias, Principado de	From 25 years of age and over	2020QIV	11,45
Males	03 Asturias, Principado de	From 25 years of age and over	2020QIII	12,16
Males	03 Asturias, Principado de	From 25 years of age and over	2020QII	14,33
Males	03 Asturias, Principado de	From 25 years of age and over	2020QI	13,38
Males	03 Asturias, Principado de	From 25 years of age and over	2019QIV	11,9
Males	03 Asturias, Principado de	From 25 years of age and over	2019QIII	13,55
Males	03 Asturias, Principado de	From 25 years of age and over	2019QII	11,73
Males	03 Asturias, Principado de	From 25 years of age and over	2019QI	13,27
Males	03 Asturias, Principado de	From 25 years of age and over	2018QIV	11,24
Males	03 Asturias, Principado de	From 25 years of age and over	2018QIII	12,04
Males	03 Asturias, Principado de	From 25 years of age and over	2018QII	9,69
Males	03 Asturias, Principado de	From 25 years of age and over	2018QI	12,91
Males	03 Asturias, Principado de	From 25 years of age and over	2017QIV	12,72
Males	03 Asturias, Principado de	From 25 years of age and over	2017QIII	12,78
Males	03 Asturias, Principado de	From 25 years of age and over	2017QII	10,74
Males	03 Asturias, Principado de	From 25 years of age and over	2017QI	13,07
Males	03 Asturias, Principado de	From 25 years of age and over	2016QIV	13,52
Males	03 Asturias, Principado de	From 25 years of age and over	2016QIII	17,1
Males	03 Asturias, Principado de	From 25 years of age and over	2016QII	19,38
Males	03 Asturias, Principado de	From 25 years of age and over	2016QI	18,58
Males	03 Asturias, Principado de	From 25 years of age and over	2015QIV	19,78
Males	03 Asturias, Principado de	From 25 years of age and over	2015QIII	17,02
Males	03 Asturias, Principado de	From 25 years of age and over	2015QII	19,99
Males	03 Asturias, Principado de	From 25 years of age and over	2015QI	17,43
Males	03 Asturias, Principado de	From 25 years of age and over	2014QIV	19,22
Males	03 Asturias, Principado de	From 25 years of age and over	2014QIII	17,84
Males	03 Asturias, Principado de	From 25 years of age and over	2014QII	18,89
Males	03 Asturias, Principado de	From 25 years of age and over	2014QI	20,12
